,answer_idx,qid,show_name,ts,vid_name,QUESTION ENGLISH,ANSWER ENGLISH,QUESTION HINDI,ANSWER HINDI,QUESTION CODEMIX,ANSWER CODEMIX,Transcript
836,0,62179,How I Met You Mother,6.6-27.91,met_s06e15_seg02_clip_12,Where was Lily and Zoey standing when talking to each other?,Lily and Zoey were standing in the living room when talking to each other.,लिली और जोई एक-दूसरे से बात करते समय कहाँ खड़े थे?,लिली और ज़ोई बार में या किसी सार्वजनिक स्थान जैसे स्कूल या टेड के अपार्टमेंट में एक मेज के पास खड़े थे।,Lily और Zoey एक-दूसरे से बात करते समय कहाँ खड़े थे?,Lily और Zoey बार में या किसी public place जैसे school या Ted के apartment में एक table के पास खड़े थे।," Ted : it's hard to be around you.  Ted : So we can't be friends.  Lily : I guess there's no use hiding it anymore.  Lily : I hate you.  Marshall : Bitch.  Zoey : I can't believe it.  Zoey : I really thought you and I were friends.  Zoey : Lord knows I could use a friend right now. I've been...  Zoey : going through some pretty difficult stuff.  Marshall : Difficult stuff? What difficult stuff?  Lily : - I don't know. - Well, you did the right thing, baby.  Lily : Not entirely.  Lily : Zoey, wait!  Lily : I don't hate you!  Lily : We just can't be friends anymore because...  Lily : Robin hates you.  Marshall : And that's Robin on the other line.  Lily : Well, I'll let you take that. Love you, baby!  Marshall : Eriksen residence, Marshall speaking. Listen, Robin,  Marshall : I know, I apologize for my wife. She never should have...  Robin : I told Zoey you hate her."
1080,3,43054,House M.D.,0-6.93,house_s02e12_seg02_clip_00,Where is the life saving team coming from before entering the hospital?,The rooftop,अस्पताल में प्रवेश करने से पहले लाइफ सेविंग टीम कहाँ से आ रही थी?,,जीवन रक्षक टीम अस्पताल में घुसने से पहले कहाँ से आ रही थी?,," Doctor : What've you got? Sixteen-year-old, status post,  Paramedic : ATV crash, 40% burns on his body. Nasotracheal intubation.  Doctor : Start a bag of lactated Ringer's, wide open... - Will he be okay? - We'll be with you when we can.  Doctor : Get him out!  Doug : Wait, wait, wait!  Nurse : I'll start fluids. Let's go get him hooked up.  Doctor : Watch the line.  Foreman : - Been looking for you. - Been avoiding you.  House : Burn Unit can handle it.  Foreman : If they could handle it, they wouldn't be asking for you.  Foreman : - Is that a journal? - Friend wrote an article.  Foreman : In Hindi? They have a cutting-edge neuroscience program in India. It says so right on the cover. Kid's heart rate's messed. Tachycardia can be explained by the burn.  House : I assume the Burn Unit knew that.  House : His potassium's low.  Foreman : Which can also be explained by the burn.  House : Except I'm sure the Burn Unit's pumping him with fluids  House : which means his potassium should be going up, not down.  Foreman : Could be amphetamines.  Foreman : Or bacteria lunching on his heart.  House : Or cardiomyopathy, or some other very bad thing.  House : He needs an EKG."
157,3,6423,House M.D.,28.57-35.71,house_s05e22_seg02_clip_26,what did house say he hasn't done since kutner killed himself when talking to cuddy in her office?,Slept through the night,हाउस ने कड्डी से अपनी ऑफिस में बात करते हुए क्या कहा था कि उसने कुटनर के आत्महत्या करने के बाद क्या नहीं किया था?,,House ने क्या कहा था कि वह कब से नहीं कर सका था जब वह Cuddy से बात कर रहा था और Kutner ने आत्महत्या की थी?,,"Pills. Your patient is doing fine, thanks to your team.  House : It wasn't eosinophilic pneumonitis, was it? Sarcoidosis. Good.  Cuddy : House, please, talk to me.  House : I haven't slept through the night since Kutner killed himself.  Ellie : The wrestling might have to wait.  Ellie : I'm gonna tell your doctors to repair your implant. I know. And then you ripped it out rather than live with it for a few days even.  Ellie : I'm your mother. This is my call.  Ellie : I don't know if I'm making the right one, but it's mine to make.  Amber : Sleep well?"
1718,4,26862,Grey's Anatomy,53.49-56.75,grey_s03e15_seg02_clip_00,What does Derek do after he says he is Meredith's knight and shinning whatever?,Derek leans down and kisses Meredith.,डेरिक क्या करता है जब वह कहता है कि वह मेरेडिथ का नाइट और शाइनिंग जो भी है?,डेरिक झुककर मेरेडिथ को किस करता है।,"Derek कहता है कि वह Meredith का नाइट और शाइनिंग जो भी है, तब वह मुस्कुराता है?",डेरिक झुककर Meredith को kiss karta है।," Meredith : I was taking a bath.  Derek : - That's not a bath. - Drop it!  Derek : - Your mother... - Drop it! Your mother... Look, your mother was lucid and she said things.  Derek : - Now she's... - Gone.  Meredith : Everything's back to normal. It's not a big deal.  Derek : Except she's having heart surgery today. Do you want to talk to the chief? You have the triage thing, but he'll give you the day off. Stop. I do not need rescuing.  Derek : You would have drowned in the bathtub had I not been there.  Meredith : I'm a surgeon. I do the rescuing.  Meredith : You are not my knight in shining whatever.  Derek : We're gonna fight 'cause I pulled you out of the tub? You have a place you can sleep at.  Meredith : Then you don't have to pull me out of the tub.  Meredith : - You're everywhere. - This is the happy ever after part.  Derek : In the happily ever after part, the guy is there all the time  Derek : - and the girls love it. - Go to work. I'll see you there. Just for the record? I am your knight in shining whatever.  Derek : Morning.  Meredith : I did not try to drown myself in the bathtub.  Izzie : Hey, I ate everything out of the fridge last night.  Izzie : Everything. Including a tub of butter.  Izzie : There's no judgment here. - You ever feel you're disappearing? - All the time.  Meredith : Why can't I just be that happily ever after person?  Meredith : Why can't I believe in that?  Izzie : I don't know what I believe in anymore."
1446,3,97090,Castle,50.77-56.16,castle_s06e18_seg02_clip_07,What does Castle take after entering the interrogation room?,A chair,कैसल ने पूछताछ कक्ष में प्रवेश करने के बाद क्या लिया?,,Castle ने पूछताछ कक्ष में प्रवेश करने के बाद क्या लिया था?,," Esposito : He and Jade both left early. In fact, he was out all night long.  Esposito : He didn't return back to the dorms till after she was dead.  Castle : Okay, I'm warming to this idea. I think it was him. BECKETT : Even though he's a ballet dancer and not a ninja?  Castle : He could be both.  Castle : And being a dancer could just be his cover,  Castle : and that way, the lair could be like his Batcave. BECKETT : And somehow he lured Jade there for a little private time?  Castle : Right, but she rejected him, fled. He killed her in a jealous rage. Hmm, and here I thought ninjas had total mastery of their emotions.  Castle : Look, I'm not claiming to have all the answers, yet. But just look at that guy. He's a ninja through and through. And I'm gonna prove it. How?  Castle : You'll see.  SIGHS   Beckett : Mr. Tong, I'm Detective Beckett. This is Mr. Castle.  Castle : Oh, I believe we've already met. Earlier today, in fact. I don't think so. Why am I here?  Beckett : We're investigating Jade Yamata's death,  Beckett : and we need to ask you a few questions. Now, I understand that the two of you  Beckett : had a rehearsal scheduled for last night?  Lee : Yeah, but then she bailed on me.  Beckett : And where did you go afterwards? To an art-house theater downtown.  Lee : They were doing a Kurosawa retrospective.  Beckett : Can anyone corroborate that?  Lee : I doubt it. Why?  Beckett : Because you didn't return to your dorm until 4 : 00 a.m.  Beckett : That's exactly one hour after Jade was murdered. Wait, you think I killed Jade? People heard you threatening her."
2053,0,6328,Friends,39.36-61.03,friends_s05e11_seg02_clip_02,How does Monica prove Rachel can't keep resolutions after Rachel makes a new one?,Monica brings out Rachel's diary,"जब रैचल ने एक नया संकल्प किया, तो मोनिका कैसे साबित करती है कि रैचल संकल्प नहीं रख सकती?","मोनिका पुराने संकल्पों का ज़िक्र करके रैचल को छेड़ती है, जिन्हें वह पूरा नहीं कर पाई।","जब Rachel ने एक नया resolution किया, तो Monica कैसे prove करती है कि Rachel resolution नहीं रख सकती?",Monica ने पुराने resolutions का ज़िक्र करके Rachel को tease किया जो उसने पूरे नहीं किए।," Rachel : ...in his desk drawer, if you know what I mean!  Phoebe : Maybe your resolution should be to gossip less. What? I don't gossip.  Rachel : Maybe sometimes I find out things.  Rachel : Or I hear something and I pass that information on. You know, kind of like a public service.  Rachel : It doesn't mean I'm a gossip. Is Ted Koppel a gossip? If Ted Koppel talked about his coworkers' botched boob jobs, I would.  Rachel : They were like this! Fine, my New Year's resolution will be not to gossip. -It's easy. -Easy? You have never kept a resolution. -Yes, I have. -Okay, let's see how you did last year. No. No. Not my diary. You cannot read my diary. ""Dear diary : I'm so excited. My resolution is to write in you every day. See you tomorrow."" Nothing."
135,2,40049,Grey's Anatomy,18.7-24.31,grey_s03e08_seg02_clip_03,What do you hear ringing before Bailey asks George to pick an intern?,The telephone.,बेल्ली जॉर्ज से किस इंटर्न को चुनने के लिए कहने से पहले क्या सुनती है?,उसे एक बजते हुए फोन की आवाज़ सुनाई दी जब बेइली ने जॉर्ज से एक इंटरन को चुनने के लिए कहा।,Bailey George से किस इंटर्न को चुनने के लिए कहने से पहले operation theatre की आवाजें सुनती है?,उसे एक ringing phone की आवाज़ सुनाई दी जब बेली ने जॉर्ज से एक intern को चुनने के लिए कहा।," MARK : You know the one I like. Go easy on the mayo this time. I think he's trying to kill me. I don't see why I can't help with my dad's endoscopy.  BAILEY : What about ""no working with family"" do you not understand?  GEORGE : - I'm not asking to do the... - Fine.  BAILEY : Pick an intern.  BROTHER 1 : - What? - I'm being kind. You want an intern assigned to your dad? Fine. Who do you want? Right now. Pick an intern.  MARK : Excellent.  BURKE : Now we want to place a partial occluding clamp on the aorta.  BURKE : Slowly.  ELLIS : Good.  BURKE : Now, we want to make sure that all the grafts are de-aired before you remove the venous and aortic cannulas. - Letting her decannulate the heart? - Freaking unbelievable, huh?  BAILEY : - What do we have? - Mia Hanson, five-year-old female. Crush injury to abdomen, blunt trauma to head. BP 90 over 60, pulse 110.  DEREK : - How was she injured? - Backed over by her mom's SUV. Her blood type is A negative. And she's allergic to penicillin... I am so sorry, Mia! I am so sorry, baby!  MEREDITH : - Has she had anything to eat today? - Cereal this morning around 6 : : 30. - Mrs. Hanson, we'll take care of her. - I'm Mrs. Hanson. Mia is my child."
1546,3,16956,Castle,71.66-77.01,castle_s07e09_seg02_clip_24,Why does Trey call his mother after hanging up on Boothe?,He freaked,ट्रे ने बूथ से फोन काटने के बाद अपनी माँ को क्यों बुलाया?,,Trey ने अपनी माँ को क्यों कॉल किया था जब उसने Boothe से फोन काट दिया था?,," Trey : Not have Brock Harmon come to the rescue.  Castle : But Lance found out. He tried to buy out Boothe, pay your ransom.  Castle : Just like Rico Cruz did in Hard Kill. Yeah, and I begged him not to.  Trey : This wasn't some movie. I knew that Boothe wasn't gonna let me go,  Trey : and Lance couldn't just walk in there with a bag of money and fix things.  Trey : But suddenly he wanted to be a hero. I told him he was gonna get us both killed.  Castle : But he only got himself killed. Trying to save you.  Beckett : We have an audio recording of Boothe from that night. How?  Castle : Lance bugged his office. After Boothe kicked Lance out of his office,  Beckett : he sent his men after him. Lance gave them a beat-down worthy of an action hero. That's when Boothe made this phone call.  Booth : Trey, your pal Lance was here.  Booth : I think you know why.  Booth : He's on the run, somewhere near that theater playing Hard Kill.  Booth : He's your problem now.  Booth : You need to take care of him, to make this right.  Booth : Or I'll take care of you. You do that, Trey.  Booth : Get it done. You were so afraid of Boothe  Beckett : that you killed Lance in order to save your own skin.  Trey : I would never do that.  Beckett : It sounds like that's exactly what you did do.  Beckett : Now, what happened after you hung up?  Trey : I freaked.  Trey : I called my mom. Told her everything, the whole story.  Trey : She said to lay low, that she'd call a lawyer. And then the next morning, Lance was dead. I figured Boothe's guys got to him."
610,1,20048,Castle,18.9-35.92,castle_s06e14_seg02_clip_25,What was Ryan holding when talking to Beckett?,A magazine,रयान के पास क्या था जब वह बेकेट से बात कर रहा था?,,Ryan के हाथ में क्या था जब वह Beckett से बात कर रहा था?,,"So what did the DA say? That Julian's going to plead ""not guilty,"" take his chances at trial.  Castle : The good news is, Yumi cut a deal to avoid charges.  Castle : I guess murder is not his type of accessory.  Beckett : Yeah. He confessed to telling Julian that Ella figured it all out,  Beckett : and Julian told him that he would ""take care"" of her. So I guess the Fab Five is going to be the Fab Four this year. I always thought that the fashion industry seemed glamorous.  Ryan : Turns out, mobsters are more ethical.  Beckett : Oh, my gosh. Why do you think I quit? I'll take murderers over models any day.  Esposito : If only murderers were this hot.  Beckett : - I've got a bit of paperwork to do. - Ugh!  Castle : Boring paperwork, that is my cue to leave.  Castle : I'll see you later?  Beckett : Yeah. Yeah, I'll see you when I'm done.  LOCK CLICKS   CHAIN RATTLING "
1700,0,22356,How I Met You Mother,34.21-49.08,met_s02e15_seg02_clip_11,What is Marshall doing when Robin walks in on him in the bathroom?,Marshall is rubbing vaseline into his nipples when Robin walks in.,"जब रॉबिन बाथरूम में मार्शल के पास आई, तो मार्शल क्या कर रहा था?",मार्शल बाथटब में नहा रहा था जब रॉबिन बाथरूम में उसके पास आई।,"जब मार्शल ने अपना अंगूठा तोड़ा, तो उसकी जगह मैराथन में किसी और ने दौड़ लगाई।",मार्शल bathtub में नहा रहा था जब रॉबिन bathroom में उसके पास आई।," Woman : Oh.  Woman : Oh... Oh!  Marshall : Oh, gosh!  Woman : Oh.  Woman : Oh.  Rubin : Ah. Oh!  Marshall : Dude, you are a terrific runner.  Marshall : Tomorrow you're gonna run  Marshall : And finish the new york city marathon!  Marshall : You're the best.  Marshall : You look good.  Marshall : Nobody does it better than you.  Robin : Marshall? Oh, my god! What? Aah!  Ted : So, yes, it was your fault.  Ted : I mean, if you don't show up at the apartment  Ted : In the middle of the day, marshall doesn't break his toe,  Ted : Barney doesn't run in his place,"
1616,1,117489,Grey's Anatomy,78.32-90.02,grey_s03e07_seg02_clip_27,What did Preston do after Cristina told him that she's glad he is back?,kissed her forehead,"जब क्रिस्टिना ने बर्क को कहा कि वह खुश है कि वह वापस आया है, तो उन्होंने क्या किया?",उसके माथे पर किस किया|,"जब Cristina ने Burke को कहा कि वह खुश है कि वह वापस आया है, तो उन्होंने एक-दूसरे को smile किया?",उसके forehead पर kiss किया।," VICKY : Even when I hate her. She's who you want to talk to.  MEREDITH : Not all wounds are superficial.  ADDISON : So, you're sleeping with Sloan.  GEORGE : Was.  ADDISON : Me too. Was.  ADDISON : Which is just a hailstorm of self-loathing and misery.  IZZIE : Yeah.  JOE : You want to...  ADDISON : ...get a drink or something? I would love to.  ADDISON : Some other time, then.  CHRISTINA : Definitely.  MEREDITH : Most wounds run deeper than we can imagine. He's fine. He'll make a full recovery.  MEREDITH : You can't see them with the naked eye.  CHRISTINA : - You're back. - Yes.  CHRISTINA : I'm glad you're back.  IZZIE : Me too."
866,1,6938,House M.D.,2.43-11.16,house_s02e10_seg02_clip_09,Where is Chase when he is with a patient ?,Chase is at the MRI machine,चेज़ कहाँ है जब वह एक मरीज के साथ है?,,Chase कहाँ था जब वह एक patient के साथ था?,,"We're not gonna tell your wife. We're not cops.  Foreman : There's a little edema, brain swelling, and an area of scarring.  Elizabeth : Is that what's causing the aphasia?  Foreman : Actually, that's what's odd. The scarring's not in the area of the brain normally associated  Foreman : with conduction aphasia. And it's old.  Foreman : Happened before he hit his head.  Foreman : Maybe a small stroke or some other underlying condition that  Foreman : could be causing this.  Foreman : Or it might have nothing to do with it at all.  Foreman : Have you ever had head trauma before? An accident?  Foreman : Ever had any numbness on one side before? Dizziness?  Fletcher : What is the durable? No. All departing passengers for Flight Number 870, the plane will be delayed by one half-hour.  Announcement : We apologize for any inconvenience."
51,4,4708,Castle,41.65-58.41,castle_s07e14_seg02_clip_18,What does Castle do when Tyson threatens to infiltrate and destroy Castle?,Castle stares at Tyson frightened and angry.,"जब टायसन कैसल को घुसपैठ और बर्बादी की धमकी देता है, तो कैसल क्या करता है?",,कैसल क्या करता है जब Tyson उसे धमकी देता है कि वो कैसल को infiltrate कर और नष्ट कर देगा?,," Castle : No, this guy is Jerry Tyson. I wanna talk to him. Rattle him. Get him to reveal himself.  Tory : I'm with Castle. I don't think that man is Michael Boudreau.  Castle : Based on what?  Tory : Once we ID'd Boudreau and Amy Barrett,  Tory : I started monitoring their credit card activity.  Tory : Boudreau's card was just used to make a purchase at Cafe Julius in Midtown.  Beckett : Finding the real Michael Boudreau  Beckett : might give us just the break we need.  Beckett : Kind of a role reversal, isn't it?  Tyson : Not sure what you mean. Oh, sure you do. It wasn't so long ago you were in here visiting me. You got me confused for Tyson again.  Castle : You were dressed in a police uniform.  Castle : And I was in there, where you are now.  Tyson : People think it's killing that I like.  Tyson : But murder's just an act.  Tyson : It's all about the anticipation,  Tyson : the planning.  Tyson : Being inside your life,  Tyson : knowing that I'm going to take it all away from you.  Tyson : That's what I like.  Castle : What a feeling that must have been.  Castle : That kind of power over someone.  Castle : How does it feel now, Jerry?  Tyson : Look, I get it. You think I'm Jerry Tyson,  Tyson : and I guess I brought that on myself.  Jerry Tyson : But you  Tyson : are jaw-jacking with  Tyson : the wrong guy, okay?  Tyson : I'm Mike Boudreau.  Castle : Why the blondes?  Castle : Amy Barrett, Susan Watts?  Tyson : I like blondes, but like I said,  Nieman : I don't know who this Susan Watts is."
1910,1,117953,Friends,53-59.83,friends_s10e03_seg02_clip_03,What happens when Ross says Three Mississippi?,He gets sprayed in the face.,"जब रॉस ""थ्री मिसिसिपी"" कहता है तो क्या होता है?","जब रॉस ""थ्री मिसिसिपी"" कहता है, तो दोस्त अपनी बातचीत रोक लेते हैं जैसे कि किसी चीज़ का इंतजार कर रहे हों।","जब Ross ""Three Mississippi"" कहता है तो क्या होता है?","जब Ross ""Three Mississippi"" कहता है, तो दोस्त अपनी conversation रोक लेते हैं जैसे कि किसी चीज़ का wait कर रहे हों।"," Ross : Well, I like how you look. What are you?  Assistant : - Puerto Rican. - Two. I think a two. You'll face the red light. When the light's on, the spraying's about to start, so close your eyes.  Assistant : When the spraying stops, count to five... ...pat yourself to avoid drip marks, then turn to get your back. Got it? Spray, count, pat and turn. Spray, count and pat.  Assistant : - You catch on quick. - Well, I have a Ph. D., so... One Mississippi, two Mississippi, three-  Ross : Wait, wait! I'm not- I'm not finished counting!"
1290,3,11104,How I Met You Mother,51.26-57.06,met_s06e18_seg02_clip_06,why did robin throw her keys across the bar when sitting at the booth at the bar?,so scooby would go and get them,रॉबिन ने बार में बूथ पर बैठते समय अपने चाबियां बार के पार क्यों फेंकी?,रॉबिन ने बूथ पर बैठते समय निराशा में अपनी चाबियाँ बार के उस पार फेंक दीं।,"जब Scooby चला गया, तो Barney के साथ कौन चल रहा था?",रॉबिन ने booth पर बैठते समय frustration में अपनी keys bar के उस पार फेंक दीं।," Ted : And the best part is, he got his shots.  Nate : Got my shots.  Marshall : - You are so playful. - Nice job fetching those.  Lily : Guys, cut it out. Scooby, sit.  Marshall : So, Scooby, if you're going to hang out with Robin,  Marshall : you should be properly vetted.  Ted : We hope our nosiness doesn't give you ""paws.""  Lily : How did you meet? Tell us the ""tail"".  Ted : - How did you ""whisker"" off her feet? - Shed a little light on the matter.  Lily : Did you send her an e-mail, or did you ""collar""?  Robin : Stop hounding him.  Robin : Oh, geez.  Marshall : You're right. We don't want your new guy to ""flea."" We're trying to make sure he's not a heel.  Ted : So, moving from Canada,  Ted : that transition must have been pretty ""ruff.""  Nate : Sure was. My part of Canada's pretty different from New York. I bet it was an Incredible Journey  Marshall : - What part of Canada is that? Speak. - Labrador.  Lily : This isn't happening.  Robin : Why don't you go play some music on the jukebox.  Nate : No, I'm good.  Robin : - Shoot, dropped my keys. - I'll get 'em.  Barney : Guys, this is Nora."
840,1,67892,Friends,48.74-58.03,friends_s01e02_seg02_clip_20,What are all the friends watching on television after the doctor's appointment? ,The sonogram video,डॉक्टर की अपॉइंटमेंट के बाद सभी दोस्त टेलीविजन पर क्या देख रहे हैं?,डॉक्टर की अपॉइंटमेंट के बाद सभी दोस्त टेलीविजन पर सोनोग्राम देख रहे हैं।,Doctor की appointment के बाद सभी दोस्त television पर क्या देख रहे हैं?,Doctor की appointment के बाद सभी दोस्त television पर sonogram देख रहे हैं।,"They'll call her Geller. He gets his way. My way? You think this is my way?  Ross : Of all the ways I ever imagined this moment being.. this is not my You know what? This is too hard. Knock, knock. How are we? Any nausea?  Ross : - A little. - Just a little. I was wondering about the mother-to-be, but thanks for sharing.  Dr. Oberman : - Lie back. - You know what? I'm gonna go.  Ross : I don't think I can be involved in this family thing.  Ross : - Oh, my God! - Look at that.  Rachel : I know."
2349,3,76809,Castle,0-10.03,castle_s04e07_seg02_clip_21,What did Esposito call Ryan after he got mad at him for eating a donut?,Handcuffs.,एस्पोसिटो ने रयान को क्या कहा जब उसने डोनट खाया और उस पर गुस्सा हो गया?,,Esposito ने Ryan को क्या कहा जब उसने डोनट खाया और उस पर गुस्सा हो गया?,," Martha : Oh, my God!  Beckett : Here we go. Ready? Okay.  Beckett : How are you? MARTHA : He's not the only one here, you know.  Beckett : I'm so...  Beckett : I'm so sorry, Martha.  Castle : Excuse me. How are you doing? MARTHA : My ears are ringing, are yours?  Peterson : Everybody accounted for?  Davenport : We're all here, we're all okay.  Beckett : Sir, what happened to the robbers?  Peterson : They're dead. They blew themselves up. What?  Peterson : Apparently, the C-4 was part of the exit strategy.  Peterson : They blasted a hole straight through the bottom of the vault  Peterson : and opened the ceiling on an abandoned subway station below.  Peterson : Smart plan, if they didn't screw it up. They must've triggered the explosion  Peterson : before they took cover and they killed themselves. Oh! It's not possible.  Castle : C-4, it's a very stable explosive.  Castle : It wouldn't go off accidentally,  Castle : and these guys were not dime-store bandits.  Castle : They were trained. They were military precision.  Castle : They wouldn't set off an explosion prematurely. Really? I got an assortment of body par ts that tells me they did.  Beckett : Let's get out of here.  INAUDIBLE "
289,4,102755,The Big Bang Theory,0.29-22.48,s08e02_seg02_clip_04,What color drink does Leonard have next to him when he eats lunch with Howard and Sheldon?,Orange,"जब लियोनार्ड हॉवर्ड और शेल्डन के साथ दोपहर का खाना खा रहा होता है, तो उसके पास कौन से रंग का पेय होता है?","लियोनार्ड के पास आमतौर पर दोपहर के भोजन के समय एक सोडा या आइस्ड टी होती है, जो अक्सर पीले या नारंगी जैसे चमकीले रंग की होती है।","जब Leonard Howard और Sheldon के साथ lunch कर रहा होता है, तो उसके पास कौन से color का drink होता है?","Leonard के पास आमतौर पर lunch के time एक soda या iced tea होती है, जो अक्सर bright colors जैसे yellow या orange की होती है।"," Howard : And you love the sound of your own voice.  Sheldon : Yeah, well, of course I do.  Sheldon : Listen to it.  Sheldon : It's like an earful of melted caramel.  Leonard : Look, most importantly,  Leonard : this will let you move on and study dark matter.  Sheldon : It is true that many of my heroes have taken students under their wings :   Sheldon : Feynman, Einstein, Professor X.  Sheldon : Humorously,  Sheldon : in the case of Professor X,  Sheldon : some of his students actually had wings.  Sheldon : That's rich.  Sheldon : I'll use that one to lighten the mood  Sheldon : after my entire class fails the midterm.  Amy : Measuring starfish serotonin levels in response  Amy : to one point two molar stimulation of pleasure cells.  Amy : You like that, don't you?  Amy : That's right, say my name.  Skype ringtone playing "
1165,3,107740,House M.D.,1.86-8.37,house_s01e13_seg02_clip_13,What is on the wall behind Cameron when she mentions it is not likely but it is possible?,A framed picture,कैमरोन के पीछे की दीवार पर क्या है जब वह कहती है कि यह शायद न हो लेकिन संभव है?,,Cameron के पीछे दीवार पर क्या था जब उसने कहा कि यह असंभावित है लेकिन संभव है?,," Cameron : - Autoimmune. - Wouldn't present this aggressively.  Cameron : - It's not likely, but it is possible. - What, in a twelve-year-old male? This isn't about me, is it? - Gabe's dad found leishmaniasis and filariasis on the Internet yesterday.  Chase : They didn't fit then, but now they kind of do. - Sure,  House : except for the nodules, and we're not working out of Calcutta General.  Chase : - Multiple neurofibromatosis. - You think this is neurological?  Chase : The only reason you're thinking autoimmune is because you're a rheumatologist.  Chase : If you were a proctologist, you'd think rectal cancer.  House : Gotta go with Senior.  House : - He literally wrote the book on this one. - Autoimmune is a big universe.  Cameron : It could be anything from scleroderma to Churg-Strauss.  Foreman : Whatever it is, we should start him on steroids, keep the swelling down. A hundred milligrams of cytoxan... It treats most autoimmunes.  House : Well, give it to him now before the fat starts dripping out his eyeballs.  Patient : Hey, my fingers are numb.  House : Your watch is on too tight. You're messing with my head. Your relationship with your dad is messing with your ability to do your job.  Chase : Only because you made my dad part of my job. Good point. You haven't seen him in years, he flies across the Atlantic to see you... Pacific.  House : You breeze by him like he's a Hare Krishna at the airport, don't ask why he's in town. - It's probably a conference. Probably. I was hoping to do this through sheer manipulation, but if you insist on talking, fine. Talk. What did he do to you? - How would you feel if I interfered in your personal life?"
2244,0,11793,How I Met You Mother,26.65-36.73,met_s03e07_seg02_clip_07,Who did the girl tell Barney is coming to town next week when they are talking,The girl said her mom is coming in town next week,"उस लड़की ने बार्नी से किसके अगले हफ्ते शहर में आने की बात कही, जब वे बात कर रहे थे?",लड़की ने बार्नी को बताया कि उसका एक्स-बॉयफ्रेंड अगले हफ्ते शहर में आ रहा है जब वे बात कर रहे थे।,"उस लड़की ने बार्नी से किसके अगले week शहर में आने की बात कही, जब वे बात कर रहे थे?",लड़की ने बार्नी को बताया कि उसका ex-boyfriend अगले week शहर में आ रहा है जब वे बात कर रहे थे।," Lilly : And I want you to hear it from me first. Okay, so let me get this straight.  Robin : You just snuck this girl into some stranger's apartment?  Barney : Yeah, we spent the night.  Barney : Hey, look at you.  Ted gets out of the kitchen : Hey.  Girl : I'm wearing your bathrobe.  Girl : I hope you don't mind.  Barney : The only thing missing from that bathrobe  Barney : Are your initials.  Girl : My mom's gonna be in town next week. Is it okay if she stays with us?  Barney : Only if she sleeps in the bed  Barney : And I sleep on the couch.  Girl : You're so sweet.  Barney : I love you.  Barney : There, I said it and I'm not taking it back.  Girl : Oh, my god! I love you, too.  Girl : I'm finally not the first one to say it!  Barney : How about you get in the shower,  Barney : And I will make us some waffles. Uh-huh."
2046,2,10945,How I Met You Mother,47.42-57.03,met_s06e17_seg02_clip_09,Where did Robin tell Barney to meet her before she left the bar?,At her place.,रॉबिन ने बार छोड़ने से पहले बार्नी से मिलने के लिए कहाँ कहा?,रॉबिन ने बार छोड़ने से पहले बार्नी से कहा कि वह उससे उसके अपार्टमेंट में मिले।,Robin ने bar छोड़ने से पहले Barney से मिलने के लिए कहाँ कहा?,Robin ने bar छोड़ने से पहले Barney से कहा कि वह उससे उसके apartment में मिले।," Robin : That was a joke. You just got here, remember?  Robin : You really are smitten.  Barney : I'm not.  Barney : I'm Barney Stinson.  Barney : I don't get smitten, I smite!  Robin : You are totally smitten,  Robin : but you're scared of being in a relationship.  Barney : I'm not.  Barney : I can't be anyone's boyfriend, Robin.  Barney : If I got serious with Nora, it would be like if  Barney : Mother Teresa focused all her attention on one really hot orphan. With great penis comes great responsibility.  Robin : Okay, Mother Teresa,  Robin : throw me one.  Barney : - Sorry? - I'd like it if you threw me one.  Robin : Fastball, right down the middle.  Robin : Actually, if I recall correctly, a slight curve.  Barney : Careful, Robin, I'll do it. I don't think so. You don't want to screw things up with Nora.  Robin : Prove me wrong. Tomorrow night, my place.  Barney : Don't poke the dragon, Robin,  Barney : cause the dragon will poke you back."
1611,2,18246,House M.D.,34.21-41.41,house_s02e05_seg02_clip_25,How did Ken console Carnell when he was in the hospital bed?,Rubbed his shoulder,केन ने कार्नेल को अस्पताल के बिस्तर पर क्या सांत्वना दी थी?,,Ken ने Carnell को अस्पताल के बिस्तर पर कैसे सांत्वना दी?,,"Hey. How you doing?  Carnell : I'm hanging in there.  Cameron : I'm sorry I lied to you about Mom.  Carnell : I'm sorry I lied to you, too.  Ken : There was nothing good that came out of her dying.  Carnell : I'm not mad.  Carnell : I know why you did it.  Carnell : It worked.  Carnell : I never drink and drive.  Carnell : I'm scared, Dad.  Carnell : Come on.  Ken : There's nothing to be scared of. You're gonna be just fine.  Carnell : Don't play me. I wanna know the truth.  Ken : I'm telling you the truth. You're gonna be fine, I swear.  Carnell : I love you, Dad.  Ken : I love you, too.  Cameron : Why does he hate seeing his parents?  Cameron : So his dad tells the truth, he can't handle that?  Wilson : He hates being a disappointment.  Cameron : He's a doctor, world famous.  Cameron : How disappointed can they be?  Wilson : You know what I figure is worse  Wilson : than watching your son become crippled?  Wilson : Watching him be miserable."
